template_version,data_version,visit_id,address,ward,cluster,old_boundary,new_boundary,boundaries_value,boundaries_comment,feederpatterns_value,feederpatterns_comment,eschoicesets_value,eschoicesets_comment,mschoicesets_value,mschoicesets_comment,msproximity_value,msproximity_comment,hslottery_value,hslottery_comment,setasides_value,setasides_comment
1.3,1.4,55981ea4-a34a-5ca3-7ce7-c024920e4305,5XX H STREET NE,Ward 6,Cluster 25,Ludlow-Taylor,Ludlow-Taylor,3,Ludlow Taylor needs more improvement before we would send our child there. I hope this happens in the near future. We are attending another close by DCPS where we are very happy.,2,"Since my child currently does not attend Ludlow Taylor, the additional zoning of Walker Jones is upsetting. At this time, I do not see sending my child there, which means I may be at the mercy of the OOB/Charter lottery for middle school. I think many parents will feel this way.",1,"This is awful. While I do not love my IB school, at least it is walking distance from home, which is so important, and many members of my immediate community attend. Love it or not, it is my neighborhood school and I will always support it on some level and work for its advancement. If we can't count on that, these schools, especially the ones that are struggling, are going to loose their home base and that would be detrimental. Please do not do this.",1,Same as above.,2,"This will only mean that the better school will fill up, often with families who live rather far away, and the rest will go elsewhere. If we don't have neighborhood schools here I am concerned that we are going to see more school decline.",2,"Honestly, I do not see my children attending Eastern HS at this time, but like above, families need to have an IB school. How would a family moving to the area ever be able to choose a home if they didn't have a set school...what if they come mid-year? Would they just go wherever there is space no matter the quality of school or location? My child is in PK, so I have more time to sort it out, but if we were moving to the area with a child in middle or high school and this was the school set-up, we would have no choice but to move to VA or MD instead.",3,"I am not sure about how this will work. It could certainly benefit some, but I wonder how it will impact the IB kids at the higher performing schools. Will all IB families be able to attend? If so, I think this could work, but if not it goes back to the problem of not having a guaranteed neighborhood school."
1.3,1.4,5767a1d7-5030-71b6-ca59-5e4eca69b41a,6XX NORTH CAROLINA AVENUE SE,Ward 6,Cluster 26,Brent,Brent,,,,,,,,,,,,,,
1.3,1.4,5767a1d7-5030-71b6-ca59-5e4eca69b41a,8XX E STREET SE,Ward 6,Cluster 26,Tyler,Tyler,,,,,,,,,,,,,,
1.3,1.4,022baf5a-81a5-b3a4-12e1-16a4ea483377,38XX LEGATION STREET NW,Ward 3,Cluster 10,Murch,Murch,,,,,,,,,,,,,,
1.3,1.4,022baf5a-81a5-b3a4-12e1-16a4ea483377,38XX LEGATION STREET NW,Ward 3,Cluster 10,Murch,Murch,5,Murch is very overcrowded.  We need to reduce the in-bound population. ,5,I believe all DC students should have the right to attend their neighborhood schools from k through 12.  ,1,Choice sets are mistake.  They unnecessarily introduce unpredictability into school assignment and are likely to destabilize neighborhoods and schools.  ,1,Choice sets are mistake.  They unnecessarily introduce unpredictability into school assignment and are likely to destabilize neighborhoods and schools.  ,1,Every DC student should have the right to attend the neighborhood school from K through 12.  Brightwood is not my neighborhood school.  Choice sets are mistake.  They unnecessarily introduce unpredictability into school assignment and are likely to destabilize neighborhoods and schools.  ,1,Every DC student should have a right to attend their neighborhood school from k-12. ,4,"Depending on how it is implemented, set-asides could be a good temporary tool to help all DC students to have access to a quality education."
1.3,1.4,58e998a7-5152-b340-a6dc-db5c54081dd9,62XX UTAH AVENUE NW,Ward 4,Cluster 10,Lafayette,Lafayette,,,,,,,,,,,,,,
1.3,1.4,1b88f45f-443c-265a-8669-e4c41fcf2a06,1XX QUINCY PLACE NE,Ward 5,Cluster 21,Langley,Langley,,,,,,,,,,,,,,
1.3,1.4,81c5304f-10de-448c-0635-99799b16544f,31XX UPLAND TERRACE NW,Ward 4,Cluster 10,Lafayette,Lafayette,,,,,,,,,,,,,,
1.3,1.4,81c5304f-10de-448c-0635-99799b16544f,31XX UPLAND TERRACE NW,Ward 4,Cluster 10,Lafayette,Lafayette,,,4,,,,,,,,,,,
1.3,1.4,dd729d6a-4fb6-9e8b-74c5-7689d6ff66e5,34XX BROWN STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,5,,5,,5,,,,5,,5,
1.3,1.4,b231733f-5384-3f58-72b3-bc1b321c7ace,17XX HARVARD STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,4,In favor of the change in boundaries,5,In favor of this new feeder pattern,5,,5,,2,I do not like this choice of school but welcome more choice,4,,2,
1.3,1.4,f652350a-3920-c060-c9ce-054ba8fbc848,1XX QUINCY PLACE NE,Ward 5,Cluster 21,Langley,Langley,,,,,,,,,,,,,,
1.3,1.4,2a1c3ef6-efbe-4d37-edbe-6010ee55be20,57XX KANSAS AVENUE NW,Ward 4,Cluster 17,Whittier,Whittier,2,,2,,4,,2,,3,,4,,3,
1.3,1.4,f652350a-3920-c060-c9ce-054ba8fbc848,15XX OGDEN STREET NW,Ward 1,Cluster 2,Raymond,Raymond,,,,,,,,,,,,,,
1.3,1.4,f652350a-3920-c060-c9ce-054ba8fbc848,17XX WILLARD STREET NW,Ward 2,Cluster 6,"Reed,Marie","Reed, Marie",,,,,,,,,,,,,,
1.3,1.4,f652350a-3920-c060-c9ce-054ba8fbc848,2XX BATES STREET NW,Ward 5,Cluster 21,"Cook,J.F.",Seaton,,,,,,,,,,,,,,
1.3,1.4,1dbf23a9-05c6-94b0-d8ab-cbad584dc0a2,10XX MASSACHUSETTS AVENUE NW,Ward 2,Cluster 8,Thomson,Thomson,,,,,,,,,,,,,,
1.3,1.4,f652350a-3920-c060-c9ce-054ba8fbc848,1XX QUINCY PLACE NE,Ward 5,Cluster 21,Langley,Langley,,,,,,,,,,,,,,
1.3,1.4,f62932c3-5ecd-11f8-7f56-d5bb35c1ac2b,47XX 32ND STREET NW,Ward 3,Cluster 12,Murch,Murch,,,,,,,,,,,,,,
1.3,1.4,b342dc60-e19d-38f9-3b28-33d29932c6a2,17XX HARVARD STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,5,,5,,,,,,,,,,,
1.3,1.4,5d747abf-f1ff-5858-123b-098a2f9cdf8a,14XX 15TH STREET NW,Ward 2,Cluster 6,Ross,Ross,,,,,,,,,,,,,,
1.3,1.4,067efee7-ac78-f561-cce8-b504cf188135,38XX LEGATION STREET NW,Ward 3,Cluster 10,Murch,Murch,,,5,,2,,1,,1,,1,,4,
1.3,1.4,a707b4a3-54a8-07d7-da3a-8d15dd94b209,4XX 8TH STREET NE,Ward 6,Cluster 25,Ludlow-Taylor,Ludlow-Taylor,,,,,,,,,,,,,,
1.3,1.4,d24348be-5ba4-cc57-6fc4-e8b7ced1d653,17XX 16TH STREET NW,Ward 2,Cluster 6,Garrison,Garrison,2,"We live much closer to Ross Elementary than to Garrison Elementary, but these boundaries have us attending Garrison instead of Ross. ",3,It totally depends on the quality and facilities of the new middle school envisioned.,1,We live a block and a half (less than 2/10 of a mile) from Ross Elementary...I don't understand how it could not be considered a part of our proposed choice set.,3,Depends on the quality of the new middle school.,4,,1,completely eliminating the connection between neighborhood and school seems weird and unhelpful,3,
1.3,1.4,78045044-c945-6d56-879b-658d96d93482,4XX G STREET NE,Ward 6,Cluster 25,Ludlow-Taylor,Ludlow-Taylor,,,,,,,,,,,,,,
1.3,1.4,18d1fb42-729b-9e9e-70a6-7c8ad8da0e14,8XX 7TH STREET NW,Ward 2,Cluster 8,Thomson,Thomson,,,,,,,,,,,,,,
1.3,1.4,5ffcf25f-7f63-348c-d446-d625fc0ac2d1,4XX G STREET NE,Ward 6,Cluster 25,Ludlow-Taylor,Ludlow-Taylor,,,,,,,,,,,,,,
1.3,1.4,220f7acc-446f-40c7-c08e-c6e46ae2f80e,9XX MARYLAND AVENUE NE,Ward 6,Cluster 25,Ludlow-Taylor,Ludlow-Taylor,,,,,,,,,,,,,,
1.3,1.4,e8725860-6aed-79bd-f737-75f5eaa77834,17XX HARVARD STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,5,,5,,1,,1,,1,,1,,1,
1.3,1.4,20397145-1331-c35e-787c-79b4a74f58b3,32XX BEECH STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,,,4,,,,,,,,,,,
1.3,1.4,bc9b6af0-d9ec-d86a-4da7-50c41dff7d4f,29XX CORTLAND PLACE NW,Ward 3,Cluster 15,Eaton,Eaton,5,,2,,5,,,,1,,1,,3,
1.3,1.4,59a6a70c-1546-6cb3-9285-a3a66d53bc67,16XX 4TH STREET NW,Ward 5,Cluster 21,Montgomery,Seaton,2,,2,,1,,3,,2,,1,,3,
1.3,1.4,d50c2beb-bedd-7cdb-7704-e22a17cd0d77,17XX HARVARD STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,5,,5,,1,,3,,5,,1,,1,
1.3,1.4,de33e041-6153-b277-2367-a14f162afe13,2XX ADAMS STREET NE,Ward 5,Cluster 21,Langley,Langley,,,,,,,,,,,,,,
1.3,1.4,46aad171-5d61-0307-ec58-1cc5f26ec881,31XX WORTHINGTON STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,,,,,,,,,,,,,,
1.3,1.4,6bb7e074-a897-be44-e03f-c8819fe0383d,13XX EUCLID STREET NW,Ward 1,Cluster 2,Meyer,Garrison,4,,3,There's no information here for me to compare - it's all missing.,3,,3,"There's no school to comment on - it just says ""new school.""",,,,,,
1.3,1.4,b474c91b-bea3-2c8d-a313-0747445a0541,33XX WISCONSIN AVENUE NW,Ward 3,Cluster 15,Eaton,Eaton,,,,,,,,,,,,,,
1.3,1.4,e3b175ab-59a8-d2c1-1067-1b796985edb1,14XX D STREET NE,Ward 6,Cluster 25,Miner,Miner,,,,,,,,,,,,,,
1.3,1.4,d2f7b6b8-afb1-9045-e3e3-635f7eff8359,17XX HARVARD STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,,,,,,,,,,,,,,
1.3,1.4,821e0d56-4e71-1ded-7fb1-f09f01574829,14XX CLIFTON STREET NW,Ward 1,Cluster 2,Meyer,"Reed, Marie",5,"I am ecstatic.  Both of our children currently go to Marie Reed, but only got in via out-of-boundary lottery.  Many of our neighbors also go to Reed, so this redrawn boundary makes sense to me.  Plus I would LOVE to be in-bounds for Reed -- I think it would raise the value of my home!",3,Both the old and revised feeder pattern for our middle and high school is bleak.  We will almost certainly bail out of the DCPS system and into charters/private schools after 5th grade.,4,Better than just being in-bounds for a substandard school and taking your chances with everyone else in the lottery for one of the nearby options.  But we much prefer the redrawn school boundary that gives us a guaranteed seat at Reed.,3,"Would need MUCH more information regarding the ""planned new middle school.""",1,Neither of these is an acceptable option for my children.  We would go charter/private instead.,4,I kind of like this because it means the EOTP and SE/NE kids would have as much chance as anyone at getting into the few good high schools. ,4,"Sounds great!  Anything that extends our years in DCPS is a good change from our perspective.  The only better option would be to elevate our assigned school (Cardozo) from terrifying to excellent, but I'm not going to be the one who sacrifices my children during that transition."
1.3,1.4,31aeece7-82f1-9de8-fb36-584e79036c4d,16XX HOBART STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,,,,,,,,,,,,,,
1.3,1.4,a66c143e-6357-164f-10ad-6b08218322d9,7XX IRVING STREET NW,Ward 1,Cluster 2,Bruce-Monroe,Tubman,,,,,,,,,,,,,,
1.3,1.4,72c2dcf8-ee3d-bda5-3ba7-5fe45cf97a15,43XX WARREN STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.4,2238ca21-7514-c175-ab84-24d62ec250fa,7XX IRVING STREET NW,Ward 1,Cluster 2,Bruce-Monroe,Tubman,,,,,,,,,,,,,,
1.3,1.4,9bf3c5a1-9a89-1ea6-b864-6192c4fa362c,9XX G STREET SE,Ward 6,Cluster 26,Tyler,Tyler,3,The boundaries for Tyler are somewhat meaningless since it houses a magnet program (Spanish immersion) that draws students from all over the city.,1,"of the current in-boundary students attending Tyler now, most of them would be challenged to walk or take public transportation to Jefferson in SW. Eliot-Hine is reachable on foot or bike by a middle schooler.  Jefferson is not.",0,"This would create a very interesting dynamic - but again, the families seeking Tyler do so for Spanish Immersion instruction. It is not a fair swap to trade a seat in an all-Spanish language classroom for a seat in English-only Friendship or Brent.",4,This could be an interesting idea in terms of letting families make some decisions about middle school nearby. It does not address the transportation issues facing Jefferson from SE DC.,1,I've never heard of Kramer. It wouldn't be an option for my kids.,2,"The city already runs application-only high schools.  Kids who cannot get into those schools should have a solid, reachable, high school in their neighborhood. It seems disruptive to tell a child living near Eastern that they were assigned to go to Cardozo or some other high school on the other side of town.",4,Seems like a fair option for those students who can't get into the application-only high schools but face an undesirable in-boundary high school assignment.
1.3,1.4,6a9793ab-dc68-bff9-3bf2-88258ea32cdf,2XX JEFFERSON STREET NW,Ward 4,Cluster 18,Rudolph,Barnard,,,,,,,,,,,,,,
1.3,1.4,bf45ecbe-f275-9a58-e4a8-dc6c6149ee08,2XX I STREET SE,Ward 6,Cluster 27,Bowen,Amidon-Bowen,,,,,,,,,,,,,,
1.3,1.4,24385978-21ed-de22-020c-dbc7d5798c68,7XX IRVING STREET NW,Ward 1,Cluster 2,Bruce-Monroe,Tubman,,,,,,,,,,,,,,
1.3,1.4,24385978-21ed-de22-020c-dbc7d5798c68,7XX IRVING STREET NW,Ward 1,Cluster 2,Bruce-Monroe,Tubman,,,,,,,,,,,,,,
1.3,1.4,24385978-21ed-de22-020c-dbc7d5798c68,35XX WARDER STREET NW,Ward 1,Cluster 2,ParkView,Bruce Monroe @ Park View,,,,,,,,,,,,,,
1.3,1.4,6e1444a0-f3c6-3d2e-e01b-000e8315ec71,55XX 29TH STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,,,,,,,,,,,,,,
1.3,1.4,16ae1618-e119-2b03-5d5e-2ad550f913b1,24XX BRANCH AVENUE SE,Ward 7,Cluster 35,Winston,Beers,,,,,,,,,,,,,,
1.3,1.4,73a38c64-b070-15d1-ea4d-686f27390abb,1XX 14TH STREET NE,Ward 6,Cluster 26,Maury,Maury,4,"I am only concerned that Maury, which is over capacity now in the lower grades would not be able to handle the additional students in the new boundaries no matter how few, even 5-6 more kids in kindergarten would be an impact on limited resources at Maury and our expected school renovation/ addition keeps being delayed.",2,,2,,4,This type of choice set would make more sense to me at this age rather than elementary school.  It would be hard though given the big distance between Elliott Hine and Jefferson to feel like a neighborhood/community school.  Also it feels strange to have to try to figure out your child's focus by the time they are in 5th grade and what happens if you really wanted science but don't get in and you are placed in the two language school and it is a really bad academic fit?  ,2,I feel like this world continue to create the same problem.  More people would continue to choose Stuart Hobson because Hine hasn't been given the resources to be a better school.  More people would be allowed to attempt to go to Stuart Hobson who are not able to now (like us) but I feel like those who didn't get on would go the charter route or private and you are back to the same issue of having the struggling school on the edge if the neighborhood be considered not an option by many.  I do like that we would get a shot at Stuart Hobson though. ,3,I have a hard time understanding how this would work but am indifferent to loosing preferential treatment at Eastern as I currently don't consider this an option for my daughters. ,1,"Not enough seats at high(er) performing schools to make a difference.  Need to make more school better rather than ""busing"" students in to higher performing schools.  I feel like there would be more losers in this option. And not enough attention to getting better choices close to people's homes.

I have a final comment which is not specific to a question.  Why are charter middle schools allowed to start in 5th grade??? This makes parents feel like they have to leave their neighborhood school early and not really feel like they can wait to see if they can get into a decent dcps middle school.  I think this undermines the parental influence necessary to create good middle schools.  This would be exacerbated  by the choice group option because if you are afraid you won't get into the specialty you want you will focus on getting your child into a charter like basis or Latin rather than waiting until the lottery for 6th grade."
1.3,1.4,835a5c55-9d94-70c3-819a-52d4ad0ec8f2,17XX WILLARD STREET NW,Ward 2,Cluster 6,"Reed,Marie","Reed, Marie",,,,,,,,,,,,,,
1.3,1.4,405e7256-93fb-8ce8-c10d-8ba7ea2f86fb,1XX QUINCY PLACE NE,Ward 5,Cluster 21,Langley,Langley,,,,,,,,,,,,,,
1.3,1.4,835a5c55-9d94-70c3-819a-52d4ad0ec8f2,1XX QUINCY PLACE NE,Ward 5,Cluster 21,Langley,Langley,,,,,,,,,,,,,,
1.3,1.4,61ccabc7-72e3-91bc-cbbc-348f3a4bc1f7,61XX 29TH STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,5,,5,,1,,1,,1,,1,,5,
1.3,1.4,5e48dcd1-a870-081a-7c29-5a5c4a948871,24XX CALVERT STREET NW,Ward 3,Cluster 15,Oyster,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.4,847a933c-17d5-4932-e5a0-25bfa7ce1949,16XX Q STREET NW,Ward 2,Cluster 6,Ross,Ross,4,,,,,,,,,,,,,
1.3,1.4,64e9faef-1edb-ebd5-8a1e-17eaaff8f403,9XX PERRY PLACE NE,Ward 5,Cluster 20,Brookland,Brookland @ Bunker Hill,3,,2,,,,,,4,,2,,4,
1.3,1.4,daa57177-9079-e602-d371-fe4bdf8e9b31,21XX P STREET NW,Ward 2,Cluster 6,Stevens,School Without Walls @ Francis-Stevens,5,,2,,5,,4,,5,,2,,3,
1.3,1.4,c4248d04-72f8-e426-3ac6-457025bbd225,12XX LINDEN PLACE NE,Ward 6,Cluster 25,Miner,Miner,,,,,,,,,,,,,,
1.3,1.4,c4248d04-72f8-e426-3ac6-457025bbd225,27XX ORDWAY STREET NW,Ward 3,Cluster 15,Eaton,Eaton,,,,,,,,,,,,,,
1.3,1.4,c4248d04-72f8-e426-3ac6-457025bbd225,12XX LINDEN PLACE NE,Ward 6,Cluster 25,Miner,Miner,,,,,,,,,,,,,,
1.3,1.4,3c71055f-49bb-2372-7a07-34fe08653861,53XX 29TH STREET NW,Ward 4,Cluster 10,Murch,Murch,3,Mine does not change,5,,3,I would prefer avoiding a lottery.,0,"I don't want my children to go to a school not performing at top level,  as is Deal.
I don't want lottery. It is not fair. It took everything we could pull together to move here to guarantee our children get good schools to go to. We live in a house too small but are willing to sacrifice space for right of school.",,,,,,
1.3,1.4,82825524-2587-70aa-a238-793e6cd9bdc6,6XX 15TH STREET NW,Ward 2,Cluster 8,Thomson,Thomson,3,,4,,5,,4,,,,,,,
1.3,1.4,54a69743-83ca-1f50-ec8b-d13e03a78418,66XX 1ST STREET NW,Ward 4,Cluster 19,Takoma,Takoma,,,,,,,,,,,,,,
1.3,1.4,74cbf728-aad7-ea18-dd7c-ad0439e894ef,20XX 38TH STREET SE,Ward 7,Cluster 35,Beers,Beers,,,,,,,,,,,,,,
1.3,1.4,518b7285-8e7f-cca9-4ddb-41ea64b61c6d,12XX QUINCY STREET NW,Ward 4,Cluster 18,Powell,Raymond,1,We have invested in Powell and specifically choose this neighborhood house and school.,1,,2,Too much uncertainty. These schools need a lot of work and investment and all the uncertainty makes it hard for a community to make change.,3,"We need to IMPROVE schools not always create new ones that have the same problems after their first 5 years..
",2,,1,,2,
1.3,1.4,354429d8-41f8-f49b-0712-db2de814bf70,1XX 13TH STREET SE,Ward 6,Cluster 26,Payne,Payne,,,,,4,,,,,,,,,
1.3,1.4,efee0e4e-3a93-091e-6378-a56028323d9e,22XX BANCROFT PLACE NW,Ward 2,Cluster 1,Adams,Oyster-Adams Lower,5,,,,,,,,,,,,,
1.3,1.4,e23fa335-3b10-a396-c8c5-d496ace4d1e8,1XX 13TH STREET SE,Ward 6,Cluster 26,Payne,Payne,,,,,,,,,,,,,,
1.3,1.4,047da5f8-8b1f-3781-3636-352fb599576f,18XX COLUMBIA ROAD NW,Ward 1,Cluster 1,Adams,Oyster-Adams Lower,5,,4,,1,,3,,1,,4,,3,
1.3,1.4,ad589f4c-2d06-2d72-e99b-1d9e8d481f71,32XX 16TH STREET NW,Ward 1,Cluster 2,Bancroft,Bancroft,3,,,,,,,,,,,,,
1.3,1.4,392d8ab4-4ac7-a41d-9658-ee237431b8ee,5XX QUINTANA PLACE NW,Ward 4,Cluster 17,Whittier,Whittier,3,Boundary change doesn't affect me.,2,None of these schools are attractive to me.,1,None of these schools are attractive to me.,3,I'm not familiar with this school.,2,Neither of these schools is attractive to me.,1,"While I would never attend my in-bounds school, were I to move to a neighborhood with a good high school, I would be furious to not have access to that school.",4,"Set-asides are a great idea as long as they don't force out in-bounds students.
Set-asides are a great way to ensure that all schools share the burden of out-of-bounds students, in order to cope with low-performing schools. It is not fair that some schools currently have out-of-bounds enrollment under 5%."
1.3,1.4,89f2ab22-7774-69cf-956a-367024788fa0,54XX 30TH PLACE NW,Ward 4,Cluster 10,Lafayette,Lafayette,5,,5,,3,,2,,1,,1,,3,
1.3,1.4,507ccf12-e56f-736b-ce7f-fbb2b7179d1d,32XX ABERFOYLE PLACE NW,Ward 4,Cluster 10,Lafayette,Lafayette,,,,,,,,,,,,,,
1.3,1.4,507ccf12-e56f-736b-ce7f-fbb2b7179d1d,32XX ABERFOYLE PLACE NW,Ward 4,Cluster 10,Lafayette,Lafayette,5,,5,,1,,1,,1,,1,,2,
1.3,1.4,0cead48e-bc44-ed08-9104-896abe6ae794,37XX 9TH STREET SE,Ward 8,Cluster 39,Draper,Hendley,,,,,,,,,,,,,,
1.3,1.4,dcb7223e-6989-d309-bd7c-5e168c78d5ac,61XX 31ST STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,,,,,,,,,,,,,,
1.3,1.4,2bb8c120-bb75-7c00-8685-48f10fa9c0cc,17XX PARK ROAD NW,Ward 1,Cluster 2,Bancroft,Bancroft,,,5,,2,,2,,2,,1,Terrible idea. We need to keep neighborhood schools.,,
1.3,1.4,b1c662dc-7235-ceac-2aa6-bc5052beb165,37XX 33RD PLACE NW,Ward 3,Cluster 15,Hearst,Hearst,3,,5,,5,,5,,5,,2,,3,
1.3,1.4,2bb8c120-bb75-7c00-8685-48f10fa9c0cc,33XX LOWELL STREET NW,Ward 3,Cluster 15,Eaton,Eaton,,,,,,,,,,,,,,
1.3,1.4,14d8291e-e80a-0baf-b2a5-ea90442c9fbb,46XX 45TH STREET NW,Ward 3,Cluster 11,Janney,Janney,3,,5,,1,,1,,1,,1,,,
1.3,1.4,49c80c5a-5eb9-0499-569e-61eead2be678,27XX O STREET NW,Ward 2,Cluster 4,Hyde,Hyde-Addison,3,,,,2,,4,,3,,1,,4,
1.3,1.4,37297692-e066-eb7b-ed96-108a6bf7653b,7XX SHERIDAN STREET NW,Ward 4,Cluster 17,Whittier,Whittier,,,,,5,,,,,,,,,
1.3,1.4,c5d828c5-7838-d169-77af-f2fbd8a090c3,32XX SUTTON PLACE NW,Ward 3,Cluster 14,Mann,Mann,,,,,,,,,,,,,,
1.3,1.4,7852baf5-9546-b4a8-ad87-75556e107ef1,28XX ORDWAY STREET NW,Ward 3,Cluster 15,Eaton,Eaton,,,1,,3,,,,,,,,,
1.3,1.4,e2f737c3-929f-cfaa-1554-db8a3b21c7f7,29XX UPTON STREET NW,Ward 3,Cluster 12,Hearst,Hearst,5,,5,,4,,2,,5,,1,,3,
1.3,1.4,2d0baf34-f1ab-9d32-d155-ff04047dddb2,53XX 28TH STREET NW,Ward 4,Cluster 10,Murch,Murch,4,,4,,,,,,,,,,,
1.3,1.4,a114aed9-b544-552b-b7ad-8145c6170558,57XX 27TH STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,5,,5,,1,,1,,1,,1,,3,
1.3,1.4,de00fbb2-cfc3-df52-3da8-66bcfa536a46,16XX MONROE STREET NE,Ward 5,Cluster 22,Burroughs,Burroughs,3,,2,,2,,2,,2,,1,,3,
1.3,1.4,b74065fc-1bc2-3278-38c9-f7648ef8cf0f,9XX NEW JERSEY AVENUE SE,Ward 6,Cluster 27,Bowen,Amidon-Bowen,,,,,,,,,,,,,,
1.3,1.4,f338701a-441a-e1dc-f9f7-149a26acdf11,17XX HOBART STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,,,,,,,,,,,,,,
1.3,1.4,01a4f18e-9288-634e-96d1-578021d4b349,1XX VARNUM STREET NW,Ward 4,Cluster 18,Barnard,Barnard,,,,,,,,,,,,,,
1.3,1.4,01a4f18e-9288-634e-96d1-578021d4b349,1XX VARNUM STREET NW,Ward 4,Cluster 18,Barnard,Barnard,,,,,,,,,,,,,,
1.3,1.4,037a50ab-94f8-8348-5c8e-980ecde2f7b2,13XX CONSTITUTION AVENUE NE,Ward 6,Cluster 25,Maury,Maury,,,,,,,,,,,,,,
1.3,1.4,e055a895-128a-8a6b-06ea-470bca748276,21XX FLORIDA AVENUE NW,Ward 2,Cluster 6,Adams,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.4,e055a895-128a-8a6b-06ea-470bca748276,18XX CALVERT STREET NW,Ward 1,Cluster 1,Oyster,Oyster-Adams Lower,,,,,,,,,,,,,,
1.3,1.4,d7eeec5e-dd79-fef2-b60d-3697d3ade3c0,8XX SHERIDAN STREET NW,Ward 4,Cluster 17,Whittier,Whittier,3,,3,,4,,4,,3,,5,,3,
1.3,1.4,7388e6e9-c437-4677-e7fc-dd9d671fdeff,48XX ILLINOIS AVENUE NW,Ward 4,Cluster 18,Barnard,Truesdell,,,,,,,,,,,,,,
1.3,1.4,2f3faf81-fb2b-9fcf-e6a6-0b8a3907028f,60XX 33RD STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,,,,,,,,,,,,,,
1.3,1.4,d09834ba-14b7-9880-ef50-636dc2849031,26XX PENNSYLVANIA AVENUE NW,Ward 2,Cluster 5,Stevens,School Without Walls @ Francis-Stevens,,,,,,,,,,,,,,
1.3,1.4,4266639b-0541-0604-3d23-6aad50bfe20e,16XX LONGFELLOW STREET NW,Ward 4,Cluster 18,Brightwood,West,,,,,,,,,,,,,,
1.3,1.4,431b6602-da59-c099-3b0c-f668b3a8a4db,44XX FESSENDEN STREET NW,Ward 3,Cluster 11,Janney,Janney,1,,,,,,,,,,,,,
1.3,1.4,4266639b-0541-0604-3d23-6aad50bfe20e,16XX KENNEDY PLACE NW,Ward 4,Cluster 18,Brightwood,West,,,,,,,,,,,,,,
1.3,1.4,4266639b-0541-0604-3d23-6aad50bfe20e,16XX KENNEDY PLACE NW,Ward 4,Cluster 18,Brightwood,West,,,,,,,,,,,,,,
1.3,1.4,4266639b-0541-0604-3d23-6aad50bfe20e,17XX TAYLOR STREET NW,Ward 4,Cluster 18,Powell,West,,,,,,,,,,,,,,
1.3,1.4,431b6602-da59-c099-3b0c-f668b3a8a4db,48XX 36TH STREET NW,Ward 3,Cluster 12,Murch,Murch,,,,,,,,,,,,,,
1.3,1.4,f24f4b14-706a-a54e-afef-65445b802087,44XX FESSENDEN STREET NW,Ward 3,Cluster 11,Janney,Janney,,,,,,,,,,,,,,
1.3,1.4,ad4dab3d-6691-d20e-852c-79cf9cd2380f,3XX 10TH STREET NE,Ward 6,Cluster 25,Peabody,Watkins,,,,,,,,,,,,,,
1.3,1.4,4266639b-0541-0604-3d23-6aad50bfe20e,17XX HOBART STREET NW,Ward 1,Cluster 2,"Cooke,H.D.",Bancroft,,,,,,,,,,,,,,
1.3,1.4,dd439878-a7f5-639c-d486-f0fedf9af05e,40XX B 8TH STREET NW,Ward 4,Cluster 18,ParkView,Bruce Monroe @ Park View,,,,,,,,,,,,,,
1.3,1.4,71f36f7b-ab53-bfb8-a6e4-b8d046e16d31,27XX 33RD STREET SE,Ward 7,Cluster 35,Winston,Beers,,,,,,,,,,,,,,
1.3,1.4,71f36f7b-ab53-bfb8-a6e4-b8d046e16d31,7XX A STREET SE,Ward 6,Cluster 26,Brent,Brent,,,,,,,,,,,,,,
1.3,1.4,a835f0b4-671f-60ba-3e44-805e9c2cd7e1,29XX TENNYSON STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,,,,,,,,,,,,,,
1.3,1.4,c23acc77-efb4-1715-f55b-baf47750fb19,44XX JAY STREET NE,Ward 7,Cluster 31,Houston,Houston,,,,,,,,,,,,,,
1.3,1.4,a2472ac9-9c67-f20a-0010-de34ec4b2011,37XX JOCELYN STREET NW,Ward 3,Cluster 10,Murch,Murch,,,,,,,,,,,,,,
1.3,1.4,daf6f3f3-c481-48c0-67b1-f385402703ce,66XX 32ND STREET NW,Ward 4,Cluster 10,Lafayette,Lafayette,,,,,,,,,,,,,,
